"","X","seqnames","start","end","width","strand","Conc","Conc_R4","Conc_KO","Fold","p.value","FDR"
"422",422,"chr20",38582806,38583306,501,"*",2.31740771439877,3.08129947422901,0.589717199143686,0.721585286715172,0.103811062363679,0.640969692399615
"423",423,"chr6",169162226,169162726,501,"*",2.31740771439877,3.08129947422901,0.589717199143686,0.721585286715172,0.103811062363679,0.640969692399615
"424",424,"chr11",72250890,72251390,501,"*",2.62324060910343,3.33130711452292,1.17467969986484,0.760167025372198,0.103831300071442,0.640969692399615
"425",425,"chr2",17908583,17909083,501,"*",2.30843634885878,3.08129947422901,0.529225087161865,0.7160640063229,0.104145846019361,0.640969692399615
"426",426,"chr10",78076149,78076649,501,"*",2.71418664406662,3.39529562082008,1.38004592142587,0.772498627935657,0.10423337693432,0.640969692399615
"427",427,"chr18",46411622,46412122,501,"*",1.94955571083675,2.81443420048649,0,0.620621028746623,0.104724091030657,0.640969692399615
"428",428,"chr20",24752467,24752967,501,"*",1.94955571083675,2.81443420048649,0,0.620621028746623,0.104724091030657,0.640969692399615
"429",429,"chr3",13054937,13055437,501,"*",1.94955571083675,2.81443420048649,0,0.620621028746623,0.104724091030657,0.640969692399615
"430",430,"chr4",5891057,5891557,501,"*",1.94955571083675,2.81443420048649,0,0.620621028746623,0.104724091030657,0.640969692399615
"431",431,"chr16",8926720,8927220,501,"*",1.91704685477836,2.77869360177357,0,0.624123794758038,0.10480709541681,0.640969692399615
"432",432,"chr8",129953557,129954057,501,"*",2.32980953160451,3.09589535255263,0.589717199143686,0.716888385701242,0.104901636319246,0.640969692399615
"433",433,"chr6",157426758,157427258,501,"*",2.48553596713109,3.22505224727035,0.887751950593047,0.73776561695058,0.105066983534053,0.640969692399615
"434",434,"chr18",79018943,79019443,501,"*",2.3209151931469,3.09589535255263,0.529225087161865,0.711601212080269,0.105136926499642,0.640969692399615
"435",435,"chr19",3506852,3507352,501,"*",2.3209151931469,3.09589535255263,0.529225087161865,0.711601212080269,0.105136926499642,0.640969692399615
"436",436,"chr18",58918341,58918841,501,"*",2.15521679867316,2.95402854947928,0.213643074210606,0.683448413910253,0.105660449390457,0.640969692399615
"437",437,"chr5",16127854,16128354,501,"*",2.15521679867316,2.95402854947928,0.213643074210606,0.683448413910253,0.105660449390457,0.640969692399615
"438",438,"chr4",117429210,117429710,501,"*",2.14121177283603,2.93791599961928,0.213643074210606,0.684939806476594,0.105719914154468,0.640969692399615
"439",439,"chr3",14703117,14703617,501,"*",2.46636428196359,3.21171207502272,0.838744321388147,0.732662679564997,0.106024410619653,0.640969692399615
"440",440,"chr19",18760800,18761300,501,"*",3.58977166700527,4.16191865964028,2.62754898526733,0.789460213494023,0.106064653989571,0.640969692399615
"441",441,"chr12",47405727,47406227,501,"*",1.75513754802452,2.67938574079488,0,0.528578266301874,0.106386642409293,0.640969692399615
"442",442,"chr14",86364497,86364997,501,"*",1.75513754802452,2.67938574079488,0,0.528578266301874,0.106386642409293,0.640969692399615
"443",443,"chr18",69681713,69682213,501,"*",1.75513754802452,2.67938574079488,0,0.528578266301874,0.106386642409293,0.640969692399615
"444",444,"chr9",113981073,113981573,501,"*",1.75513754802452,2.67938574079488,0,0.528578266301874,0.106386642409293,0.640969692399615
"445",445,"chrX",105182746,105183246,501,"*",1.75513754802452,2.67938574079488,0,0.528578266301874,0.106386642409293,0.640969692399615
"446",446,"chr10",43252888,43253388,501,"*",2.8778275495691,3.55492563491692,1.55978817373426,0.768851079245865,0.106738243484147,0.640969692399615
"447",447,"chr2",31581334,31581834,501,"*",2.8778275495691,3.55492563491692,1.55978817373426,0.768851079245865,0.106738243484147,0.640969692399615
"448",448,"chr16",31041973,31042473,501,"*",2.4712549221807,3.19824739801334,0.935149363631797,0.738682252836982,0.10682770921039,0.640969692399615
"449",449,"chr1",235883366,235883866,501,"*",2.97159478575675,3.60989900070792,1.79860557493176,0.778772064855095,0.107383004846955,0.640969692399615
"450",450,"chr5",139688081,139688581,501,"*",2.60869736864617,3.33130711452292,1.09344645913155,0.743735183500516,0.107640057839732,0.640969692399615
"451",451,"chr14",92271422,92271922,501,"*",2.283150102274,3.05165710154841,0.529225087161865,0.707968276335111,0.107936912606131,0.640969692399615
"452",452,"chr17",16407841,16408341,501,"*",2.47755421753268,3.22505224727035,0.838744321388147,0.725663941787789,0.107989102972714,0.640969692399615
"453",453,"chr11",69321303,69321803,501,"*",2.83986519500076,3.52287850034043,1.49800049107402,0.762536749709507,0.108590764927633,0.640969692399615
"454",454,"chr1",16032038,16032538,501,"*",2.3421056472549,3.11034504081758,0.589717199143686,0.704340888605436,0.108702488898166,0.640969692399615
"455",455,"chr16",74733768,74734268,501,"*",2.3421056472549,3.11034504081758,0.589717199143686,0.704340888605436,0.108702488898166,0.640969692399615
"456",456,"chr9",126527939,126528439,501,"*",2.3421056472549,3.11034504081758,0.589717199143686,0.704340888605436,0.108702488898166,0.640969692399615
"457",457,"chr10",75395834,75396334,501,"*",2.33328702444458,3.11034504081758,0.529225087161865,0.699442574145163,0.108769140352173,0.640969692399615
"458",458,"chr5",1638776,1639276,501,"*",2.33328702444458,3.11034504081758,0.529225087161865,0.699442574145163,0.108769140352173,0.640969692399615
"459",459,"chr12",113142163,113142663,501,"*",2.73824057301606,3.44174254962898,1.30985765895551,0.750000987551176,0.109498575984664,0.640969692399615
"460",460,"chr5",179308862,179309362,501,"*",2.73824057301606,3.44174254962898,1.30985765895551,0.750000987551176,0.109498575984664,0.640969692399615
"461",461,"chr16",24700171,24700671,501,"*",1.96553950168806,2.83197785949932,0,0.603563522955578,0.110021542838722,0.640969692399615
"462",462,"chr22",41229487,41229987,501,"*",1.96553950168806,2.83197785949932,0,0.603563522955578,0.110021542838722,0.640969692399615
"463",463,"chr17",82691408,82691908,501,"*",2.61026551541054,3.30642201519475,1.21364307421061,0.747560913647727,0.110055956262989,0.640969692399615
"464",464,"chr1",175898344,175898844,501,"*",2.17297392849955,2.98572364215498,0.134634749851394,0.660321154058423,0.110404655765504,0.640969692399615
"465",465,"chr16",3075783,3076283,501,"*",2.17297392849955,2.98572364215498,0.134634749851394,0.660321154058423,0.110404655765504,0.640969692399615
"466",466,"chr3",58292514,58293014,501,"*",2.17297392849955,2.98572364215498,0.134634749851394,0.660321154058423,0.110404655765504,0.640969692399615
"467",467,"chr7",5045748,5046248,501,"*",2.17297392849955,2.98572364215498,0.134634749851394,0.660321154058423,0.110404655765504,0.640969692399615
"468",468,"chr1",111982332,111982832,501,"*",2.63610004872951,3.35577023825355,1.13463474985139,0.733883624132802,0.111435339644203,0.640969692399615
"469",469,"chr2",219312586,219313086,501,"*",2.63610004872951,3.35577023825355,1.13463474985139,0.733883624132802,0.111435339644203,0.640969692399615
"470",470,"chr9",135790091,135790591,501,"*",2.63610004872951,3.35577023825355,1.13463474985139,0.733883624132802,0.111435339644203,0.640969692399615
"471",471,"chr17",68101405,68101905,501,"*",2.85710413832489,3.54432215767002,1.49800049107402,0.752155706447734,0.111863504621092,0.640969692399615
"472",472,"chr6",164129674,164130174,501,"*",2.11278713819818,2.90514078612111,0.213643074210606,0.670465648522624,0.111934620218268,0.640969692399615
"473",473,"chr19",12647541,12648041,501,"*",3.3761186999855,3.95402854947928,2.39707212120129,0.776407995096765,0.112293305820491,0.640969692399615
"474",474,"chr8",143882617,143883117,501,"*",3.54873852040112,4.09083237507811,2.67019357021633,0.772410611222649,0.112943320634241,0.640969692399615
"475",475,"chr11",65476949,65477449,501,"*",2.32632363630829,3.08129947422901,0.647774624620402,0.699856864153352,0.112946138639074,0.640969692399615
"476",476,"chr1",150850550,150851050,501,"*",2.76986102994348,3.46441703729732,1.38004592142587,0.743383178740944,0.113024816358569,0.640969692399615
"477",477,"chr6",13716655,13717155,501,"*",2.08791433188439,2.88846966249769,0.134634749851394,0.662588035269438,0.113258585191121,0.640969692399615
"478",478,"chr10",133016754,133017254,501,"*",2.76331025734164,3.46441703729732,1.34537858745906,0.740159800977315,0.113322883820791,0.640969692399615
"479",479,"chr1",58546101,58546601,501,"*",2.92665807246627,3.58941502913229,1.66441400611899,0.757952356794026,0.113480156611092,0.640969692399615
"480",480,"chr10",5684867,5685367,501,"*",2.33864937152056,3.09589535255263,0.647774624620402,0.69538445723636,0.114036274773289,0.640969692399615
"481",481,"chr12",6189013,6189513,501,"*",2.33864937152056,3.09589535255263,0.647774624620402,0.69538445723636,0.114036274773289,0.640969692399615
"482",482,"chr10",30779534,30780034,501,"*",1.95654807500561,2.79667457574387,0,0.611584747033717,0.114298963728648,0.640969692399615
"483",483,"chr9",109183479,109183979,501,"*",1.95654807500561,2.79667457574387,0,0.611584747033717,0.114298963728648,0.640969692399615
"484",484,"chr14",70050669,70051169,501,"*",2.13506130566697,2.95402854947928,0.0510476159842348,0.645349216198884,0.114712424940923,0.640969692399615
"485",485,"chr6",77650326,77650826,501,"*",2.13506130566697,2.95402854947928,0.0510476159842348,0.645349216198884,0.114712424940923,0.640969692399615
"486",486,"chr5",1319171,1319671,501,"*",2.69514061168106,3.37149909631911,1.38004592142587,0.745067446068415,0.115207519733753,0.640969692399615
"487",487,"chr13",29524132,29524632,501,"*",1.9724550085352,2.81443420048649,0,0.606255511895459,0.115623232588449,0.640969692399615
"488",488,"chr9",120175705,120176205,501,"*",1.9724550085352,2.81443420048649,0,0.606255511895459,0.115623232588449,0.640969692399615
"489",489,"chr14",76837753,76838253,501,"*",1.94046379688371,2.77869360177357,0,0.609772629284317,0.115641990620929,0.640969692399615
"490",490,"chr10",71361985,71362485,501,"*",2.57195989001035,3.26827054163895,1.17467969986484,0.732717440950048,0.115822699114239,0.640969692399615
"491",491,"chr5",9416158,9416658,501,"*",2.62891127948211,3.35577023825355,1.09344645913155,0.717931651697906,0.116157882218513,0.640969692399615
"492",492,"chr20",49377259,49377759,501,"*",3.06895669353744,3.72989398426709,1.81360174368453,0.752417695065922,0.116229668008452,0.640969692399615
"493",493,"chr1",113593188,113593688,501,"*",1.26434824151603,2.26434824151604,0,0.422058861085387,0.116690986983376,0.640969692399615
"494",494,"chr10",2754335,2754835,501,"*",1.26434824151603,2.26434824151604,0,0.422058861085387,0.116690986983376,0.640969692399615
"495",495,"chr10",24308471,24308971,501,"*",1.26434824151603,2.26434824151604,0,0.422058861085387,0.116690986983376,0.640969692399615
"496",496,"chr11",37454154,37454654,501,"*",1.26434824151603,2.26434824151604,0,0.422058861085387,0.116690986983376,0.640969692399615
"497",497,"chr15",78113428,78113928,501,"*",1.26434824151603,2.26434824151604,0,0.422058861085387,0.116690986983376,0.640969692399615
"498",498,"chr16",16137341,16137841,501,"*",1.26434824151603,2.26434824151604,0,0.422058861085387,0.116690986983376,0.640969692399615
"499",499,"chr16",53108070,53108570,501,"*",1.26434824151603,2.26434824151604,0,0.422058861085387,0.116690986983376,0.640969692399615
"500",500,"chr18",75291890,75292390,501,"*",1.26434824151603,2.26434824151604,0,0.422058861085387,0.116690986983376,0.640969692399615
"501",501,"chr2",41273955,41274455,501,"*",1.26434824151603,2.26434824151604,0,0.422058861085387,0.116690986983376,0.640969692399615
"502",502,"chr2",160367866,160368366,501,"*",1.26434824151603,2.26434824151604,0,0.422058861085387,0.116690986983376,0.640969692399615
"503",503,"chr22",44876785,44877285,501,"*",1.26434824151603,2.26434824151604,0,0.422058861085387,0.116690986983376,0.640969692399615
"504",504,"chr4",99464356,99464856,501,"*",1.26434824151603,2.26434824151604,0,0.422058861085387,0.116690986983376,0.640969692399615
"505",505,"chr4",163498238,163498738,501,"*",1.26434824151603,2.26434824151604,0,0.422058861085387,0.116690986983376,0.640969692399615
"506",506,"chr6",151680810,151681310,501,"*",1.26434824151603,2.26434824151604,0,0.422058861085387,0.116690986983376,0.640969692399615
"507",507,"chr7",5498902,5499402,501,"*",1.26434824151603,2.26434824151604,0,0.422058861085387,0.116690986983376,0.640969692399615
"508",508,"chr7",151179858,151180358,501,"*",1.26434824151603,2.26434824151604,0,0.422058861085387,0.116690986983376,0.640969692399615
"509",509,"chr8",15530260,15530760,501,"*",1.26434824151603,2.26434824151604,0,0.422058861085387,0.116690986983376,0.640969692399615
"510",510,"chr8",63323600,63324100,501,"*",1.26434824151603,2.26434824151604,0,0.422058861085387,0.116690986983376,0.640969692399615
"511",511,"chrX",106306030,106306530,501,"*",1.26434824151603,2.26434824151604,0,0.422058861085387,0.116690986983376,0.640969692399615
"512",512,"chr15",84947044,84947544,501,"*",2.7277092260189,3.39529562082008,1.44697730621815,0.743440902825688,0.116788858548986,0.640969692399615
"513",513,"chr7",1295719,1296219,501,"*",2.34555366254824,3.12465143844174,0.529225087161865,0.674902224650608,0.116943857640559,0.640969692399615
"514",514,"chr11",128800848,128801348,501,"*",2.77638219218224,3.46441703729732,1.41389972500006,0.735452691397686,0.116958089293239,0.640969692399615
"515",515,"chr3",49182758,49183258,501,"*",2.77638219218224,3.46441703729732,1.41389972500006,0.735452691397686,0.116958089293239,0.640969692399615
"516",516,"chr10",1690660,1691160,501,"*",2.14912587417655,2.96996313419576,0.0510476159842348,0.636989578875753,0.117105144751682,0.640969692399615
"517",517,"chr19",53879284,53879784,501,"*",2.35087069265192,3.11034504081758,0.647774624620402,0.683260671790488,0.117953762800751,0.640969692399615
"518",518,"chr2",95732397,95732897,501,"*",2.35087069265192,3.11034504081758,0.647774624620402,0.683260671790488,0.117953762800751,0.640969692399615
"519",519,"chr2",238519183,238519683,501,"*",2.35087069265192,3.11034504081758,0.647774624620402,0.683260671790488,0.117953762800751,0.640969692399615
"520",520,"chr3",16132278,16132778,501,"*",2.35087069265192,3.11034504081758,0.647774624620402,0.683260671790488,0.117953762800751,0.640969692399615
"521",521,"chr19",42065343,42065843,501,"*",3.20927074862946,3.80558171564028,2.17467969986484,0.758856105730728,0.119835572531777,0.640969692399615
"522",522,"chr6",13511031,13511531,501,"*",3.20927074862946,3.80558171564028,2.17467969986484,0.758856105730728,0.119835572531777,0.640969692399615
"523",523,"chr9",93673279,93673779,501,"*",2.99962697986263,3.62003294397357,1.88775195059305,0.754326221665717,0.119994348063563,0.640969692399615
"524",524,"chr11",66987296,66987796,501,"*",2.29940884581918,3.08129947422901,0.466085115263078,0.665082153448707,0.120458316627209,0.640969692399615
"525",525,"chr17",58116125,58116625,501,"*",2.50136819778015,3.22505224727035,0.981039015071014,0.70097190525691,0.121090216755865,0.640969692399615
"526",526,"chr1",160344996,160345496,501,"*",1.53064873284319,2.44174254962898,0,0.51373459071937,0.121323288783018,0.640969692399615
"527",527,"chr11",36776566,36777066,501,"*",1.53064873284319,2.44174254962898,0,0.51373459071937,0.121323288783018,0.640969692399615
"528",528,"chr6",88312101,88312601,501,"*",1.53064873284319,2.44174254962898,0,0.51373459071937,0.121323288783018,0.640969692399615
"529",529,"chr8",10016890,10017390,501,"*",1.53064873284319,2.44174254962898,0,0.51373459071937,0.121323288783018,0.640969692399615
"530",530,"chr13",113190444,113190944,501,"*",1.98818846564933,2.83197785949932,0,0.588870665448995,0.121609518052185,0.640969692399615
"531",531,"chr11",67399237,67399737,501,"*",2.8982574924962,3.56545174730925,1.61903793801542,0.732625672735959,0.121996469609005,0.640969692399615
"532",532,"chr20",62805797,62806297,501,"*",3.21116205052445,3.81443420048649,2.15479616157895,0.752401443401361,0.122444935066689,0.640969692399615
"533",533,"chr10",103486122,103486622,501,"*",1.50899933308371,2.41870599444416,0,0.51069189562576,0.123428302414107,0.640969692399615
"534",534,"chr7",132168661,132169161,501,"*",1.50899933308371,2.41870599444416,0,0.51069189562576,0.123428302414107,0.640969692399615
"535",535,"chr8",55059453,55059953,501,"*",1.50899933308371,2.41870599444416,0,0.51069189562576,0.123428302414107,0.640969692399615
"536",536,"chr1",154483572,154484072,501,"*",1.55197805418792,2.46441703729732,0,0.506750025646763,0.123431868053885,0.640969692399615
"537",537,"chr1",183151798,183152298,501,"*",1.55197805418792,2.46441703729732,0,0.506750025646763,0.123431868053885,0.640969692399615
"538",538,"chr11",111301347,111301847,501,"*",1.55197805418792,2.46441703729732,0,0.506750025646763,0.123431868053885,0.640969692399615
"539",539,"chr14",82153314,82153814,501,"*",1.55197805418792,2.46441703729732,0,0.506750025646763,0.123431868053885,0.640969692399615
"540",540,"chr2",134438843,134439343,501,"*",1.55197805418792,2.46441703729732,0,0.506750025646763,0.123431868053885,0.640969692399615
"541",541,"chr2",172923296,172923796,501,"*",1.55197805418792,2.46441703729732,0,0.506750025646763,0.123431868053885,0.640969692399615
"542",542,"chr2",217682269,217682769,501,"*",1.55197805418792,2.46441703729732,0,0.506750025646763,0.123431868053885,0.640969692399615
"543",543,"chr22",29043170,29043670,501,"*",1.55197805418792,2.46441703729732,0,0.506750025646763,0.123431868053885,0.640969692399615
"544",544,"chr3",121371372,121371872,501,"*",1.55197805418792,2.46441703729732,0,0.506750025646763,0.123431868053885,0.640969692399615
"545",545,"chr4",85414858,85415358,501,"*",1.55197805418792,2.46441703729732,0,0.506750025646763,0.123431868053885,0.640969692399615
"546",546,"chr5",55562189,55562689,501,"*",1.55197805418792,2.46441703729732,0,0.506750025646763,0.123431868053885,0.640969692399615
"547",547,"chr9",107270763,107271263,501,"*",1.55197805418792,2.46441703729732,0,0.506750025646763,0.123431868053885,0.640969692399615
"548",548,"chr22",48714360,48714860,501,"*",2.51535567029337,3.25136814115504,0.935149363631797,0.686899428529307,0.124091736761296,0.640969692399615
"549",549,"chr2",58862711,58863211,501,"*",2.16305465252374,2.98572364215498,0.0510476159842348,0.616260285986916,0.124213137915066,0.640969692399615
"550",550,"chr3",169634767,169635267,501,"*",2.16305465252374,2.98572364215498,0.0510476159842348,0.616260285986916,0.124213137915066,0.640969692399615
"551",551,"chr9",94300546,94301046,501,"*",2.7789347391683,3.47562202788382,1.38004592142587,0.712549227384266,0.12462125399119,0.640969692399615
"552",552,"chr9",127734234,127734734,501,"*",2.7789347391683,3.47562202788382,1.38004592142587,0.712549227384266,0.12462125399119,0.640969692399615
"553",553,"chr7",156640511,156641011,501,"*",3.21596755031479,3.81443420048649,2.17467969986484,0.747778480862115,0.124830894240589,0.640969692399615
"554",554,"chr12",29256666,29257166,501,"*",2.9007083129088,3.53364016991008,1.74641700366972,0.739619899367821,0.124858608732954,0.640969692399615
"555",555,"chr1",34289936,34290436,501,"*",1.54599613656674,2.44174254962898,0,0.511173857977191,0.124931345596769,0.640969692399615
"556",556,"chr18",22056456,22056956,501,"*",1.54599613656674,2.44174254962898,0,0.511173857977191,0.124931345596769,0.640969692399615
"557",557,"chr2",130737604,130738104,501,"*",1.54599613656674,2.44174254962898,0,0.511173857977191,0.124931345596769,0.640969692399615
"558",558,"chr20",17580263,17580763,501,"*",1.54599613656674,2.44174254962898,0,0.511173857977191,0.124931345596769,0.640969692399615
"559",559,"chr20",53165586,53166086,501,"*",1.54599613656674,2.44174254962898,0,0.511173857977191,0.124931345596769,0.640969692399615
"560",560,"chr5",60145795,60146295,501,"*",1.54599613656674,2.44174254962898,0,0.511173857977191,0.124931345596769,0.640969692399615
"561",561,"chr8",23200738,23201238,501,"*",1.54599613656674,2.44174254962898,0,0.511173857977191,0.124931345596769,0.640969692399615
"562",562,"chr19",39268839,39269339,501,"*",2.76997585960284,3.41870599444416,1.55978817373426,0.730802198333016,0.126374059873505,0.640969692399615
"563",563,"chr17",15742739,15743239,501,"*",2.63891300946301,3.36784798453156,1.09344645913155,0.689639618511183,0.126521347464823,0.640969692399615
"564",564,"chr18",75072682,75073182,501,"*",2.36298935388314,3.12465143844174,0.647774624620402,0.65867629340223,0.126785480412159,0.640969692399615
"565",565,"chr13",52151306,52151806,501,"*",1.52457753168593,2.41870599444416,0,0.508369835462064,0.126979874117434,0.640969692399615
"566",566,"chr16",33994158,33994658,501,"*",1.52457753168593,2.41870599444416,0,0.508369835462064,0.126979874117434,0.640969692399615
"567",567,"chr8",141225983,141226483,501,"*",3.75235369632874,4.27274849831624,2.93034108818022,0.740569311074474,0.127136167278848,0.640969692399615
"568",568,"chr19",57516085,57516585,501,"*",1.56710140182535,2.46441703729732,0,0.503855536971559,0.127276480939976,0.640969692399615
"569",569,"chr4",187128237,187128737,501,"*",1.56710140182535,2.46441703729732,0,0.503855536971559,0.127276480939976,0.640969692399615
"570",570,"chr5",168903275,168903775,501,"*",1.56710140182535,2.46441703729732,0,0.503855536971559,0.127276480939976,0.640969692399615
"571",571,"chr6",72412716,72413216,501,"*",1.56710140182535,2.46441703729732,0,0.503855536971559,0.127276480939976,0.640969692399615
"572",572,"chr8",113144849,113145349,501,"*",1.56710140182535,2.46441703729732,0,0.503855536971559,0.127276480939976,0.640969692399615
"573",573,"chrX",145406767,145407267,501,"*",1.56710140182535,2.46441703729732,0,0.503855536971559,0.127276480939976,0.640969692399615
"574",574,"chr11",61911856,61912356,501,"*",2.9089975411003,3.54432215767002,1.74641700366972,0.732125465300499,0.127870008821646,0.640969692399615
"575",575,"chr7",2659900,2660400,501,"*",2.78552870584995,3.4302702517154,1.58971719914369,0.726295442752811,0.128708468010633,0.640969692399615
"576",576,"chr1",37300708,37301208,501,"*",2.76342560956688,3.41870599444416,1.52922508716186,0.723428698651482,0.128789826479943,0.640969692399615
"577",577,"chr12",121776250,121776750,501,"*",2.90666522289617,3.53364016991008,1.77274726246217,0.731833692403876,0.128852631474839,0.640969692399615
"578",578,"chr19",43414294,43414794,501,"*",2.25374722819015,3.00601931780976,0.589717199143686,0.658550393795244,0.129814174439138,0.640969692399615
"579",579,"chr19",12284830,12285330,501,"*",3.00399743464715,3.64008974654919,1.83874432138815,0.726448402651566,0.130864621149397,0.640969692399615
"580",580,"chr6",69867377,69867877,501,"*",2.7815966863236,3.44174254962898,1.52922508716186,0.716745229072955,0.130939733510211,0.640969692399615
"581",581,"chr5",110894073,110894573,501,"*",2.64337853657946,3.30642201519475,1.38004592142587,0.713197204774936,0.131128537280458,0.640969692399615
"582",582,"chr9",135179936,135180902,967,"*",3.47453886335793,4.04937953801848,2.50448510833569,0.736802298023801,0.131484703084679,0.640969692399615
"583",583,"chr8",141997108,141997608,501,"*",2.663115585355,3.33130711452292,1.38004592142587,0.710200929993735,0.131585704279897,0.640969692399615
"584",584,"chr1",153863925,153864425,501,"*",1.78662081683502,2.62003294397357,0,0.579580936696923,0.131792220929339,0.640969692399615
"585",585,"chr11",66517373,66517873,501,"*",1.78662081683502,2.62003294397357,0,0.579580936696923,0.131792220929339,0.640969692399615
"586",586,"chr12",49922589,49923089,501,"*",1.78662081683502,2.62003294397357,0,0.579580936696923,0.131792220929339,0.640969692399615
"587",587,"chr12",131194363,131194863,501,"*",1.78662081683502,2.62003294397357,0,0.579580936696923,0.131792220929339,0.640969692399615
"588",588,"chr14",78070836,78071336,501,"*",1.78662081683502,2.62003294397357,0,0.579580936696923,0.131792220929339,0.640969692399615
"589",589,"chr14",95808354,95808854,501,"*",1.78662081683502,2.62003294397357,0,0.579580936696923,0.131792220929339,0.640969692399615
"590",590,"chr5",72251168,72251668,501,"*",1.78662081683502,2.62003294397357,0,0.579580936696923,0.131792220929339,0.640969692399615
"591",591,"chr5",128833481,128833981,501,"*",1.78662081683502,2.62003294397357,0,0.579580936696923,0.131792220929339,0.640969692399615
"592",592,"chr7",100057047,100057547,501,"*",1.78662081683502,2.62003294397357,0,0.579580936696923,0.131792220929339,0.640969692399615
"593",593,"chrX",154012087,154012587,501,"*",1.78662081683502,2.62003294397357,0,0.579580936696923,0.131792220929339,0.640969692399615
"594",594,"chr10",24377052,24377552,501,"*",1.80450386935465,2.64008974654919,0,0.577072495172646,0.13199591854162,0.640969692399615
"595",595,"chr10",30508812,30509312,501,"*",1.80450386935465,2.64008974654919,0,0.577072495172646,0.13199591854162,0.640969692399615
"596",596,"chr19",49157619,49158119,501,"*",3.01723206668556,3.65001454427968,1.86345622156866,0.724289869823585,0.132141187149281,0.640969692399615
"597",597,"chr11",102473837,102474337,501,"*",2.1866754346553,3.00131383568224,0.134634749851394,0.600276966850669,0.132423263124188,0.640969692399615
"598",598,"chr6",36130825,36131325,501,"*",3.39454314520334,4.21839758016758,1.27344003732068,0.589081058725102,0.133092231899169,0.640969692399615
"599",599,"chr1",205343516,205344016,501,"*",2.91723941420164,3.55492563491692,1.74641700366972,0.719387114328135,0.133235675593465,0.640969692399615
"600",600,"chr16",86934564,86935064,501,"*",2.17896520338008,2.96996313419576,0.288548287616237,0.613556897308088,0.133481224134951,0.640969692399615
"601",601,"chr3",128822887,128823387,501,"*",2.17896520338008,2.96996313419576,0.288548287616237,0.613556897308088,0.133481224134951,0.640969692399615
"602",602,"chr7",5382299,5382799,501,"*",2.63340782382594,3.29381662579536,1.38004592142587,0.707863467538022,0.133847804872031,0.640969692399615
"603",603,"chr2",20939612,20940112,501,"*",2.50767537553215,3.19824739801334,1.13463474985139,0.692563602978036,0.134309315465015,0.640969692399615
"604",604,"chr10",15370438,15370938,501,"*",2.51855062262711,3.21171207502272,1.13463474985139,0.691088946613499,0.134421909486652,0.640969692399615
"605",605,"chr9",128343274,128343774,501,"*",2.51855062262711,3.21171207502272,1.13463474985139,0.691088946613499,0.134421909486652,0.640969692399615
"606",606,"chr2",98320794,98321294,501,"*",1.76851330819884,2.59969336958578,0,0.575068996323148,0.134508149638686,0.640969692399615
"607",607,"chr11",118435857,118436357,501,"*",3.3981804574213,3.97786490973476,2.41389972500006,0.729681859124618,0.134791460396695,0.640969692399615
"608",608,"chr7",1950683,1951183,501,"*",2.52630935103865,3.21171207502272,1.17467969986484,0.690155691527591,0.136057955574835,0.640969692399615
"609",609,"chr8",142575822,142576322,501,"*",3.28876323447609,3.86050025047248,2.32772744157132,0.727822532928658,0.136324640965976,0.640969692399615
"610",610,"chr2",128410409,128410909,501,"*",2.52934450348058,3.22505224727035,1.13463474985139,0.684129472171341,0.136854917635755,0.640969692399615
"611",611,"chr9",130330159,130330659,501,"*",2.52934450348058,3.22505224727035,1.13463474985139,0.684129472171341,0.136854917635755,0.640969692399615
"612",612,"chr10",103065464,103065964,501,"*",1.82216796229653,2.65987153211899,0,0.563194393106654,0.136978417376992,0.640969692399615
"613",613,"chr20",30593569,30594069,501,"*",1.82216796229653,2.65987153211899,0,0.563194393106654,0.136978417376992,0.640969692399615
"614",614,"chr8",26591232,26591732,501,"*",1.82216796229653,2.65987153211899,0,0.563194393106654,0.136978417376992,0.640969692399615
"615",615,"chr11",115114279,115114779,501,"*",2.75684548381771,3.41870599444416,1.49800049107402,0.701569284451882,0.137476980383235,0.640969692399615
"616",616,"chr10",100680838,100681338,501,"*",2.36653975722127,3.08129947422901,0.887751950593047,0.669498502167885,0.137585134579264,0.640969692399615
"617",617,"chr14",73070623,73071123,501,"*",2.36653975722127,3.08129947422901,0.887751950593047,0.669498502167885,0.137585134579264,0.640969692399615
"618",618,"chr16",86516583,86517083,501,"*",2.36653975722127,3.08129947422901,0.887751950593047,0.669498502167885,0.137585134579264,0.640969692399615
"619",619,"chr11",34604850,34605350,501,"*",2.19643417135655,3.00131383568224,0.213643074210606,0.592493084294339,0.138300651425904,0.640969692399615
"620",620,"chr3",42705728,42706228,501,"*",2.53704555373143,3.22505224727035,1.17467969986484,0.683052962490154,0.138605380570041,0.640969692399615
"621",621,"chr15",90098841,90099341,501,"*",2.37852805263261,3.09589535255263,0.887751950593047,0.665007125925197,0.138880880065443,0.640969692399615
"622",622,"chr17",35022679,35023179,501,"*",2.37852805263261,3.09589535255263,0.887751950593047,0.665007125925197,0.138880880065443,0.640969692399615
"623",623,"chr11",14387545,14388045,501,"*",2.00830487772032,2.79667457574387,0.134634749851394,0.609179831190852,0.138972395948969,0.640969692399615
"624",624,"chr2",29231879,29232379,501,"*",2.49981550948561,3.19824739801334,1.09344645913155,0.676308307903633,0.139961290806032,0.640969692399615
